ID_Record,Log ID,Time Stamp,User ID,IP Address,Hostname,Log Level,Status,Reference ID,Source,Log Error Code,Log Error Code Description
594,195986582,2017-12-19,U015492,70.240.166.218,r4ro6tmv2mjnqm0.com,ERROR,Cancelled,R018769,System,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
921,868576595,2023-09-26,U047255,126.254.149.151,t8avz6vc5.com,WARNING,Warning,R075345,User,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
725,591761322,2021-11-30,U015197,155.205.161.149,0xbkb820h9u.com,NORMAL,Pending,R012292,Network,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
316,792764637,2018-01-31,U090517,102.83.54.19,gekniythsx1jp.com,NORMAL,Queued,R097056,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
715,456223656,2014-07-25,U010311,113.229.161.120,bo9nytjwor0u79g.com,NORMAL,Queued,R037415,Device,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
604,488661489,2023-09-24,U003906,230.5.221.108,3djvnb07.com,NORMAL,Queued,R033982,Application,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
28,606328284,2023-10-13,U037680,31.202.119.20,t836wauv6a4jzs.com,NORMAL,Completed Successfully,R031626,System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
153,988342961,2021-04-25,U050281,33.43.188.3,urd3nvurfp40ep3.com,ERROR,Timed Out,R078147,Application,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
506,587486886,2016-03-25,U080606,172.89.146.34,eo8mzljd8.com,NORMAL,Queued,R021608,Network,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
414,495712430,2012-02-05,U083385,106.176.149.59,7lo2qdidb.com,NORMAL,Pending,R007203,Database,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
443,785541480,2013-04-04,U017746,49.22.101.195,m34383e.com,NORMAL,Queued,R013524,Database,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
357,935676635,2010-07-01,U040110,40.75.25.145,d1v95pej9xf4i.com,NORMAL,Completed Successfully,R022222,User,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
553,675274827,2020-10-08,U055006,221.43.199.36,ouygw2xj.com,NORMAL,Pending,R022434,Device,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
157,242389490,2013-07-18,U042582,82.41.5.249,mrlz5tw7u6yqxfa.com,ERROR,Timed Out,R094452,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
229,654578116,2021-08-28,U098582,68.188.179.125,kbxlsf2jv.com,NORMAL,Completed Successfully,R002735,Network,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
876,923847549,2021-10-10,U031188,93.16.12.233,y2meshp2fsc6jxu.com,ERROR,Cancelled,R008044,Security System,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
28,349689640,2016-03-26,U047270,147.9.162.92,xnek7iq4hkfw.com,NORMAL,Completed Successfully,R076780,Device,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
536,994653022,2020-12-20,U051907,67.132.34.95,r9l2vlim.com,WARNING,Cancelled,R058350,System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
620,755248239,2019-07-27,U029147,145.252.3.42,1jttcig.com,NORMAL,Queued,R030463,System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
290,695869322,2023-04-19,U012698,226.244.21.170,g7w874l.com,NORMAL,Queued,R046217,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
847,402242270,2024-01-09,U066654,181.248.243.108,9i6tk2jbmg.com,WARNING,Warning,R053492,Security System,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
666,829565624,2021-11-08,U082069,96.52.32.68,ifouoj0849p3.com,NORMAL,Completed Successfully,R074396,Network,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
344,262008974,2016-04-21,U098130,9.206.62.148,sx1h0u8a.com,NORMAL,In Progress,R053323,External Service,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
928,995914112,2015-04-24,U066575,39.95.138.74,vkkssady.com,CRITICAL,Warning,R091083,External Service,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
388,161406183,2020-10-08,U002740,44.45.130.190,wf7tw68p25sz.com,NORMAL,Pending,R007145,System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
334,832688161,2016-03-21,U097607,94.161.49.216,rpeff00w4me8yl8.com,NORMAL,Pending,R039699,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
46,520726220,2019-01-14,U033167,203.167.102.186,dwh2i5g.com,WARNING,Timed Out,R048446,System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
149,304267470,2023-09-19,U088242,21.182.245.172,mykhyf1e9hmw8.com,NORMAL,Completed Successfully,R043007,User,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
546,564447604,2019-08-14,U004442,190.200.139.217,trf6oponp.com,NORMAL,Queued,R032652,External Service,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
855,600541603,2015-12-11,U047181,24.57.33.79,xnipo3f7800jqp.com,NORMAL,Pending,R067492,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
836,197976448,2013-02-14,U077655,73.45.176.226,5qdmw69tjs8du1.com,CRITICAL,Failed,R084344,Scheduler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
996,631372617,2023-08-13,U042223,138.31.125.9,xav5j30rbe26.com,WARNING,Cancelled,R004648,Error Handler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
492,754765383,2014-12-20,U017051,107.144.161.151,rmrqblt8h.com,NORMAL,Pending,R015320,Security System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
292,430880702,2019-12-23,U009896,63.211.34.255,lr0thovdrtju47q.com,NORMAL,Pending,R027228,Device,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
130,406003475,2021-06-14,U061554,118.38.57.46,1j433mfkwwi7vx.com,NORMAL,Queued,R029940,Error Handler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
827,469711008,2021-08-06,U083365,149.214.168.110,38bqfn2y.com,INFO,Pending,R071581,External Service,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
117,999438940,2023-06-20,U097727,134.139.3.153,vr5vzcejtmj4.com,NORMAL,Queued,R029984,Scheduler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
323,856296143,2015-10-09,U048514,249.211.134.90,8ye9iasfik2edho.com,NORMAL,Pending,R001395,Security System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
871,976014899,2012-05-23,U083399,115.168.62.25,sidkk73k44dzl.com,NORMAL,Completed Successfully,R063321,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
389,692249460,2014-04-26,U030616,255.225.98.171,qzbbah4uanb80k.com,NORMAL,Queued,R097993,Device,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
729,342474022,2023-08-25,U047023,115.248.74.119,ctkx1hes9quk4m.com,NORMAL,Completed Successfully,R012117,Security System,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
831,122380274,2019-12-14,U089633,179.124.33.148,q01zk6bv9gco.com,CRITICAL,Failed,R071811,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
262,261403197,2023-03-05,U028153,159.164.211.63,y67plzgoi.com,CRITICAL,Timed Out,R021153,Error Handler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
527,847312118,2013-07-29,U023819,137.253.238.71,zw5akew.com,WARNING,Cancelled,R084729,Scheduler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
559,460488694,2020-09-02,U002950,239.3.161.24,lcuzm0zwd61sryk.com,WARNING,Warning,R006391,System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
126,731106767,2019-10-03,U053844,216.55.228.87,m0azc04s.com,NORMAL,Completed Successfully,R055549,System,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
102,557547637,2012-03-18,U069390,209.10.193.237,cp513azlolh.com,ERROR,Cancelled,R003062,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
574,487740732,2018-04-12,U074608,23.41.66.53,qz9waey2y.com,NORMAL,In Progress,R000373,User,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
70,678797412,2015-05-19,U072959,205.224.170.136,wbu4enileyh.com,NORMAL,Queued,R040938,External Service,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
29,215336836,2016-12-04,U068091,106.252.201.240,3xvupkluy.com,NORMAL,Queued,R059908,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
110,915064741,2018-09-24,U003210,35.249.241.69,pykf55gm95vuzin.com,NORMAL,Pending,R085233,Security System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
308,220971470,2010-08-03,U088849,71.88.73.47,3ril4dy4p998.com,INFO,In Progress,R026201,Device,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
642,143630556,2020-12-13,U098164,73.177.101.48,vns8e4tg9x2b3.com,INFO,Completed Successfully,R003789,Security System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
497,551693510,2019-12-12,U031306,185.232.16.255,uigeafxi7k6zzl.com,INFO,Pending,R069481,Database,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
890,990326121,2018-08-05,U051069,192.166.79.25,zzac7tywxyjv215.com,NORMAL,Completed Successfully,R031440,Error Handler,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
477,601521538,2016-03-11,U099218,120.2.234.231,qaoe6l4wt3.com,NORMAL,In Progress,R032754,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
257,954975396,2017-07-23,U011239,150.236.196.239,wu2h5th80oj5.com,NORMAL,In Progress,R031517,Network,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
302,991302742,2015-08-22,U058322,9.72.87.46,znwy6ul.com,WARNING,Timed Out,R021121,User,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
804,653841042,2012-03-09,U095945,200.102.175.102,u5wb863a1vgzp.com,NORMAL,Pending,R003196,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
681,985313981,2018-09-02,U038889,148.65.231.210,ijywwyd1s1c.com,NORMAL,In Progress,R016135,Error Handler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
627,378609946,2019-12-02,U002007,55.5.225.224,fvgnqty18.com,NORMAL,Pending,R084002,User,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
255,163794623,2012-01-03,U082428,111.105.9.139,yq5k3ztbhjh08.com,ERROR,Warning,R020965,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
802,231225708,2020-03-10,U066334,66.63.49.7,quoreg9jok7.com,CRITICAL,Cancelled,R026244,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
271,366829362,2014-09-15,U096491,116.9.212.187,156pzz6a8vhv3y.com,WARNING,Timed Out,R082853,User,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
852,879667719,2018-02-11,U061332,149.254.70.216,f8pks3c71bpr4t.com,NORMAL,Pending,R027705,Device,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
230,174457929,2021-01-05,U067635,149.11.112.121,t1xe9pl.com,CRITICAL,Cancelled,R048820,Error Handler,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
588,795735018,2023-10-02,U062446,144.249.224.180,xj2ny1qlst7.com,NORMAL,In Progress,R050709,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
675,740541454,2018-02-27,U003340,38.45.107.111,ignuz8t939x7p8.com,DEBUG,Warning,R025927,Scheduler,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
983,265409119,2018-07-21,U003247,166.254.214.207,newrjmms1.com,INFO,In Progress,R089735,Network,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
204,211104370,2018-10-18,U026022,147.145.136.209,fjkzgjohj.com,NORMAL,Completed Successfully,R057158,Scheduler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
256,721879670,2011-05-17,U004306,178.206.51.151,ecf5dtfh.com,NORMAL,Queued,R056516,Scheduler,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
306,677239415,2023-03-10,U090696,69.17.58.76,ct32aj9qo1.com,INFO,Queued,R044019,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
254,833893816,2010-12-17,U017205,81.97.172.28,93pvj4asnd3.com,NORMAL,In Progress,R026562,Network,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
51,153166282,2011-11-18,U003271,71.252.82.176,xavdat43h9j2t9h.com,WARNING,Failed,R064003,Device,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
947,204730094,2011-12-27,U066834,157.28.254.170,e9e3nkl7w48lozc.com,NORMAL,Queued,R026702,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
576,479136035,2023-07-17,U020743,255.73.222.132,udovyzs.com,NORMAL,Queued,R041836,Security System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
511,599630595,2022-11-26,U030231,236.212.86.221,xefnaajw2.com,DEBUG,Timed Out,R087049,Application,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
190,672547784,2017-10-29,U082391,180.145.27.251,epdvfiqoydovf.com,DEBUG,Timed Out,R072257,Error Handler,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
248,102701256,2021-03-19,U061640,131.72.53.158,fhqr7u2.com,WARNING,Timed Out,R003276,Database,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
118,922946761,2022-08-09,U037776,116.167.117.180,3foychwuf.com,NORMAL,Queued,R036072,Security System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
713,250657002,2012-10-26,U065943,196.196.75.15,icdmrpi5.com,CRITICAL,Warning,R096347,Device,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
284,344086647,2017-01-21,U094594,6.87.61.114,3qmjlwlvummqyy.com,NORMAL,Queued,R072522,User,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
742,501672707,2011-07-28,U012721,216.217.11.32,0ai90l2ab8.com,WARNING,Timed Out,R027925,User,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
390,336905189,2021-11-25,U092614,250.121.133.247,c0yym0q48p.com,DEBUG,Cancelled,R016926,Device,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
784,806292494,2017-07-13,U084001,66.172.82.140,7hkfuy5tb4d.com,NORMAL,In Progress,R001223,User,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
2,281257477,2020-05-19,U012040,145.76.26.108,c7xvg7x.com,ERROR,Cancelled,R056593,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
750,694947675,2021-11-13,U016959,0.192.120.28,oldbxhzibq.com,NORMAL,Completed Successfully,R022732,Security System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
289,333865174,2010-04-24,U010559,132.208.68.124,g58v9uryqc6.com,NORMAL,Queued,R054241,Network,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
575,830920876,2022-06-02,U073513,153.195.237.188,n8ax6sfztd89.com,CRITICAL,Warning,R076629,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
946,708577754,2014-04-27,U008041,145.63.215.213,elv4jq9u41dn.com,NORMAL,Queued,R005461,Database,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
103,690432982,2019-02-15,U021818,156.203.196.187,j4i31vj.com,WARNING,Failed,R022203,User,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
823,767166815,2016-07-16,U007386,7.83.242.68,aewc5a1qz.com,NORMAL,Completed Successfully,R057193,Database,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
162,373282425,2022-09-29,U054508,192.3.15.104,rkthi2ri.com,DEBUG,Cancelled,R045792,User,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
683,527766593,2023-04-08,U007952,78.35.122.226,ujp6qwq4.com,INFO,Completed Successfully,R061666,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
447,201441406,2019-12-14,U086667,201.20.82.210,xt9ft2sxuo.com,NORMAL,Pending,R053657,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
988,851808983,2015-11-17,U099577,43.109.60.27,ymafpqunb1cy2q6.com,NORMAL,Completed Successfully,R094808,External Service,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
234,659991383,2019-12-01,U022910,211.167.2.81,5wtt3pos.com,NORMAL,Queued,R038796,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
498,237808707,2014-09-24,U056162,79.72.59.75,zl93n7brabh9z.com,NORMAL,Completed Successfully,R084979,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
401,428101473,2010-07-09,U045089,186.80.126.118,zuxe3sqkrto.com,NORMAL,Queued,R024834,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
776,656379550,2016-04-15,U078102,191.81.93.157,x8undlw9q.com,NORMAL,Completed Successfully,R046661,Scheduler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
557,831592408,2010-07-01,U021779,21.213.132.48,5e7sw4q.com,NORMAL,Pending,R083592,Application,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
915,229112354,2016-08-04,U087402,84.47.1.108,t0rz5ovk2.com,WARNING,Failed,R079310,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
50,153356019,2012-01-01,U066517,189.92.96.194,dy3wa6z.com,NORMAL,In Progress,R005356,Device,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
538,116557895,2012-01-07,U059261,232.91.38.190,wgz8m98g.com,NORMAL,In Progress,R062380,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
314,444473716,2023-04-28,U054475,210.62.11.42,28sxli9vuz0k.com,DEBUG,Warning,R077866,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
507,722985965,2017-09-08,U068081,119.195.223.207,fnh4au6jetngoc.com,INFO,Completed Successfully,R078724,System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
121,743228140,2022-02-22,U039395,139.254.67.218,qxg4pfnhjdf74zj.com,NORMAL,Queued,R089983,Security System,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
162,136393339,2019-11-25,U055808,196.125.15.170,uykz4xerucj5qig.com,NORMAL,In Progress,R080250,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
172,700251825,2018-10-28,U089763,217.213.220.0,00jl8uxgg6i8.com,ERROR,Timed Out,R012987,Scheduler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
960,194581423,2018-02-06,U035067,28.69.117.55,j8cc90ppxd.com,NORMAL,Completed Successfully,R073916,Application,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
789,666162085,2020-10-18,U035339,182.111.101.118,zth6uj2gx.com,NORMAL,Queued,R085250,External Service,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
343,191996925,2016-10-26,U081117,136.189.1.37,v42uodwb.com,NORMAL,Queued,R024548,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
520,634859463,2017-07-23,U080732,53.56.129.248,2z2gj1o.com,NORMAL,Pending,R086782,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
202,691781963,2020-11-07,U096240,150.70.23.114,th8e08kpuutt1.com,NORMAL,In Progress,R030534,Device,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
32,876149481,2014-10-29,U003108,75.186.207.148,ztas9n3gkjsmvv.com,NORMAL,In Progress,R072225,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
237,408684226,2010-04-08,U026218,8.11.219.116,ztyz07wm.com,NORMAL,Queued,R029341,External Service,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
197,698772165,2016-03-09,U025228,15.83.204.80,j3f9ynubng29r.com,INFO,In Progress,R047332,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
802,230651527,2016-03-16,U062231,71.51.193.200,bdg62vsst.com,NORMAL,In Progress,R077314,External Service,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
505,882502127,2016-08-02,U082561,139.38.167.108,8n3g2rtxu.com,NORMAL,Pending,R097956,Error Handler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
296,306242421,2010-12-24,U074853,168.71.243.230,gkzto2y51jy4282.com,NORMAL,Pending,R041836,Network,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
727,591980835,2010-10-26,U030368,120.2.44.48,5cu5mlm97e9kw1.com,NORMAL,In Progress,R013193,User,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
691,447654075,2017-11-22,U060291,150.84.68.64,5a722om4yav.com,CRITICAL,Cancelled,R003994,Error Handler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
480,267759818,2013-08-27,U035624,143.204.239.83,am4xhdxn4.com,DEBUG,Failed,R074469,System,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
650,247035456,2022-08-22,U027856,255.16.98.175,gzuzwbrvufsfo5r.com,NORMAL,Queued,R068073,Application,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
656,779050018,2021-05-22,U035475,25.39.124.33,vulwdkwavqqe.com,ERROR,Warning,R025067,System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
964,866551070,2021-02-02,U066509,214.170.197.124,lb0gozleu1pa4i0.com,NORMAL,In Progress,R072705,Network,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
549,319638639,2023-09-02,U050590,235.21.90.8,x76b0j47uk.com,ERROR,Failed,R017642,External Service,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
835,423652626,2016-12-17,U093418,236.249.91.96,3yos25on0zu4y.com,CRITICAL,Cancelled,R037073,Application,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
573,184361948,2023-09-27,U094414,79.57.57.194,vwch8urirk.com,NORMAL,Queued,R016993,Network,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
975,419690376,2023-07-26,U060498,26.110.122.32,l6zr0q8.com,NORMAL,Completed Successfully,R065475,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
119,416644075,2015-04-26,U091901,44.72.70.105,950xthsw6vp3kl.com,ERROR,Warning,R078675,External Service,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
222,492389165,2013-10-11,U048735,134.183.245.102,qv4s88v4.com,NORMAL,Queued,R066859,Error Handler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
920,586294516,2018-05-12,U083061,225.33.191.36,qr8b3pj40.com,DEBUG,Timed Out,R069131,Security System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
40,842372222,2013-07-02,U043157,182.51.92.119,an70pesmo.com,NORMAL,Pending,R015307,Database,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
365,369838201,2023-11-28,U091318,66.13.80.186,5umgzbqfi.com,NORMAL,Completed Successfully,R087085,System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
31,658546826,2011-10-23,U098249,38.192.25.105,1tux54pst.com,INFO,Completed Successfully,R049325,Scheduler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
200,503945910,2015-05-13,U090772,193.254.199.237,rl9o3hxhs.com,NORMAL,Completed Successfully,R066635,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
889,496260025,2010-11-10,U012794,192.167.101.254,8ey55m43rf.com,ERROR,Warning,R075950,Database,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
90,389533398,2012-07-01,U011708,76.59.75.162,jn05qj511.com,CRITICAL,Warning,R096568,User,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
230,698435427,2010-05-12,U000199,105.96.231.60,n68p1ekr.com,NORMAL,Completed Successfully,R075229,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
150,895560012,2014-04-23,U094035,108.46.218.101,wi2h9no.com,NORMAL,Queued,R032723,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
110,768707919,2019-03-30,U061095,90.122.122.33,z25gl25u851.com,NORMAL,Pending,R069438,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
721,270707080,2013-04-10,U051478,220.21.132.57,ywnmxrcsn76ipi.com,NORMAL,In Progress,R041383,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
839,389374406,2017-02-02,U041979,118.55.52.202,yk9jrsg31ep3.com,NORMAL,Pending,R047140,Device,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
